model_name,status,selected_for_reporting,threshold,recommended_threshold,threshold_selection_rule,n_healthy_train_windows,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,recommended_precision,recommended_recall,recommended_f1,recommended_balanced_accuracy
isolation_forest,ok,True,0.6130571930759808,0.6229575929642762,max_balanced_accuracy_then_f1,416,0.6200378071833649,0.5267940858276235,0.8967551622418879,0.6468085106382979,0.7515451174289246,0.6323296069239092,0.9475037020179689,0.9919517102615694,0.524468085106383,0.686151704940849,0.7452848900108187
one_class_svm,ok,False,2.0918686592733096,5.417092921164733,max_balanced_accuracy_then_f1,416,0.888468809073724,0.5,0.888468809073724,1.0,0.9409409409409409,0.7878200504868375,0.9732875192270362,0.998589562764457,0.7531914893617021,0.8587022437841115,0.8723584565452578
